pg_id,name,city,locality,rent_monthly,sharing_type,ac,wifi,food_included,food_type,description
PG023981,Zenith PG for Working Professionals,Mumbai,Kurla,10200,Dorm,No,Yes,Yes,Both,"Zenith PG for Working Professionals is a dorm-sharing PG located in Kurla, Mumbai, offering naturally ventilated rooms, high-speed WiFi, and both meals included. Nisi fugiat quis culpa vel culpa id aliquid distinctio asperiores assumenda iusto saepe. Ideal for boys looking for a premium stay near Kurla."
PG023982,Cosy Corner Girls Hostel,Pune,Wakad,15900,Double,Yes,Yes,Yes,Veg,"Cosy Corner Girls Hostel is a double-sharing PG located in Wakad, Pune, offering air-conditioned rooms, high-speed WiFi, and veg meals included. Fugiat atque ab eligendi inventore itaque asperiores eaque quae ab odio modi at ab cumque vitae. Ideal for students looking for a premium stay near Wakad."
PG023983,Maple Nest,Chennai,OMR,11400,Triple,No,Yes,Yes,Both,"Maple Nest is a triple-sharing PG located in OMR, Chennai, offering naturally ventilated rooms, high-speed WiFi, and both meals included. Qui dolorem corrupti accusantium distinctio ratione sed sint error inventore. Ideal for co-living looking for a premium stay near OMR."
PG023984,Elite PG for Boys,Hyderabad,Kondapur,8400,Dorm,No,Yes,Yes,Both,"Elite PG for Boys is a dorm-sharing PG located in Kondapur, Hyderabad, offering naturally ventilated rooms, high-speed WiFi, and both meals included. Veritatis esse ea quasi pariatur enim quod nisi quidem enim assumenda reprehenderit ab a. Ideal for girls looking for a budget-friendly stay near Kondapur."
PG023985,Silver Oak Boys Hostel,Bangalore,Whitefield,18000,Double,Yes,Yes,Yes,Both,"Silver Oak Boys Hostel is a double-sharing PG located in Whitefield, Bangalore, offering air-conditioned rooms, high-speed WiFi, and both meals included. Quos dicta velit ducimus quo laudantium laudantium occaecati. Ideal for co-living looking for a premium stay near Whitefield."
PG023986,Golden Nest Nest,Pune,Hinjewadi,6400,Dorm,No,Yes,Yes,Both,"Golden Nest Nest is a dorm-sharing PG located in Hinjewadi, Pune, offering naturally ventilated rooms, high-speed WiFi, and both meals included. Impedit dolor sapiente vitae a nesciunt quaerat quasi. Ideal for boys looking for a budget-friendly stay near Hinjewadi."
PG023987,Harmony Nest,Bangalore,Whitefield,13700,Double,No,Yes,No,None,"Harmony Nest is a double-sharing PG located in Whitefield, Bangalore, offering naturally ventilated rooms, high-speed WiFi, and no meal plan (self-cooking allowed). Voluptatem sequi odio molestiae aperiam repellendus odit optio ipsam corporis consequuntur officia aliquid. Ideal for co-living looking for a premium stay near Whitefield."
PG023988,Green Leaf Homestay PG,Gurgaon,Cyber Hub Area,13900,Dorm,Yes,Yes,Yes,Non-Veg,"Green Leaf Homestay PG is a dorm-sharing PG located in Cyber Hub Area, Gurgaon, offering air-conditioned rooms, high-speed WiFi, and non-veg meals included. In aut expedita necessitatibus alias odit itaque consequuntur rem corporis sunt. Ideal for girls looking for a premium stay near Cyber Hub Area."
PG023989,Golden Nest Nest,Pune,Viman Nagar,11600,Dorm,Yes,Yes,Yes,Both,"Golden Nest Nest is a dorm-sharing PG located in Viman Nagar, Pune, offering air-conditioned rooms, high-speed WiFi, and both meals included. Aliquam asperiores ab culpa ipsa distinctio ducimus sit dicta. Ideal for boys looking for a premium stay near Viman Nagar."
PG023990,Urban Homestay PG,Pune,Viman Nagar,22800,Single,Yes,Yes,Yes,Both,"Urban Homestay PG is a single-sharing PG located in Viman Nagar, Pune, offering air-conditioned rooms, high-speed WiFi, and both meals included. Ea veritatis fuga quaerat laborum ea vitae enim commodi excepturi voluptatem voluptates dolor. Ideal for students looking for a premium stay near Viman Nagar."
PG023991,Urban Homestay PG,Bangalore,Whitefield,17700,Double,Yes,Yes,Yes,Non-Veg,"Urban Homestay PG is a double-sharing PG located in Whitefield, Bangalore, offering air-conditioned rooms, high-speed WiFi, and non-veg meals included. Aspernatur dignissimos qui itaque impedit sapiente doloremque amet labore sed similique et qui tenetur et veritatis. Ideal for girls looking for a premium stay near Whitefield."
PG023992,Metro Residency,Pune,Hadapsar,12900,Double,No,Yes,Yes,Both,"Metro Residency is a double-sharing PG located in Hadapsar, Pune, offering naturally ventilated rooms, high-speed WiFi, and both meals included. Cupiditate porro placeat excepturi commodi quia quas hic aliquam vitae. Ideal for students looking for a premium stay near Hadapsar."
PG023993,Prime Co-living Space,Bangalore,Koramangala,24000,Single,No,Yes,Yes,None,"Prime Co-living Space is a single-sharing PG located in Koramangala, Bangalore, offering naturally ventilated rooms, high-speed WiFi, and none meals included. Quod repellendus explicabo facere a distinctio dolorem asperiores eaque quisquam architecto. Ideal for co-living looking for a premium stay near Koramangala."
PG023994,Shanti Homestay PG,Jaipur,Vaishali Nagar,13200,Single,No,Yes,Yes,Veg,"Shanti Homestay PG is a single-sharing PG located in Vaishali Nagar, Jaipur, offering naturally ventilated rooms, high-speed WiFi, and veg meals included. Iusto voluptatem impedit quidem quibusdam fugiat tempore quo nemo quae. Ideal for girls looking for a premium stay near Vaishali Nagar."
PG023995,Blue Bell Residency,Bangalore,Marathahalli,21900,Single,No,Yes,No,None,"Blue Bell Residency is a single-sharing PG located in Marathahalli, Bangalore, offering naturally ventilated rooms, high-speed WiFi, and no meal plan (self-cooking allowed). Esse perferendis dicta accusantium quis saepe amet nam alias. Ideal for students looking for a premium stay near Marathahalli."
PG023996,Metro Girls Hostel,Kolkata,Behala,15000,Double,Yes,Yes,Yes,Both,"Metro Girls Hostel is a double-sharing PG located in Behala, Kolkata, offering air-conditioned rooms, high-speed WiFi, and both meals included. Ducimus magnam similique quasi quod cupiditate minus enim reiciendis. Ideal for boys looking for a premium stay near Behala."
PG023997,Golden Nest PG for Girls,Delhi,Rohini,12700,Double,No,Yes,No,None,"Golden Nest PG for Girls is a double-sharing PG located in Rohini, Delhi, offering naturally ventilated rooms, high-speed WiFi, and no meal plan (self-cooking allowed). Sint maiores laboriosam quos porro tenetur cum totam vel. Ideal for boys looking for a premium stay near Rohini."
PG023998,Prime PG for Co-living,Pune,Hadapsar,8400,Dorm,Yes,Yes,No,None,"Prime PG for Co-living is a dorm-sharing PG located in Hadapsar, Pune, offering air-conditioned rooms, high-speed WiFi, and no meal plan (self-cooking allowed). Nobis laboriosam occaecati nobis explicabo iure consectetur odit eum dolore autem iste accusantium odio explicabo explicabo. Ideal for co-living looking for a budget-friendly stay near Hadapsar."
PG023999,Silver Oak Homestay PG,Bangalore,Whitefield,15200,Double,Yes,Yes,No,None,"Silver Oak Homestay PG is a double-sharing PG located in Whitefield, Bangalore, offering air-conditioned rooms, high-speed WiFi, and no meal plan (self-cooking allowed). Harum quae dolorum distinctio repudiandae omnis fugit explicabo at voluptatum cum quis at aliquam. Ideal for students looking for a premium stay near Whitefield."
PG024000,Elite Nest,Hyderabad,Kukatpally,9000,Triple,No,Yes,Yes,Both,"Elite Nest is a triple-sharing PG located in Kukatpally, Hyderabad, offering naturally ventilated rooms, high-speed WiFi, and both meals included. Eius dolor ut adipisci cumque minima quaerat excepturi impedit accusamus deleniti dolorum beatae quibusdam. Ideal for girls looking for a premium stay near Kukatpally."
PG024001,Shanti Homestay PG,Hyderabad,Gachibowli,19600,Single,No,Yes,Yes,Veg,"Shanti Homestay PG is a single-sharing PG located in Gachibowli, Hyderabad, offering naturally ventilated rooms, high-speed WiFi, and veg meals included. Velit ratione ad ea ratione velit id qui eligendi nesciunt illo in facere voluptate aspernatur occaecati. Ideal for co-living looking for a premium stay near Gachibowli."
PG024002,Silver Oak Co-living Space,Delhi,Saket,11400,Triple,No,Yes,Yes,Non-Veg,"Silver Oak Co-living Space is a triple-sharing PG located in Saket, Delhi, offering naturally ventilated rooms, high-speed WiFi, and non-veg meals included. Saepe odio deserunt incidunt quis alias ea aliquam facere expedita perferendis reiciendis. Ideal for working professionals looking for a premium stay near Saket."
PG024003,Harmony PG for Co-living,Mumbai,Powai,10000,Dorm,No,Yes,Yes,Both,"Harmony PG for Co-living is a dorm-sharing PG located in Powai, Mumbai, offering naturally ventilated rooms, high-speed WiFi, and both meals included. Commodi vitae dolor culpa dignissimos est temporibus occaecati recusandae doloribus aperiam eum. Ideal for co-living looking for a premium stay near Powai."
PG024004,Metro Homestay PG,Kolkata,Behala,9000,Double,No,Yes,No,None,"Metro Homestay PG is a double-sharing PG located in Behala, Kolkata, offering naturally ventilated rooms, high-speed WiFi, and no meal plan (self-cooking allowed). Perspiciatis inventore quas est nesciunt provident voluptate neque provident minima totam odio maiores eligendi enim. Ideal for students looking for a premium stay near Behala."
PG024005,Silver Oak Residency,Indore,Rau,7500,Double,No,Yes,No,None,"Silver Oak Residency is a double-sharing PG located in Rau, Indore, offering naturally ventilated rooms, high-speed WiFi, and no meal plan (self-cooking allowed). Soluta omnis magni libero quia ea labore iure iste ratione eos non quod dolorem deleniti. Ideal for working professionals looking for a budget-friendly stay near Rau."
PG024006,Zenith Residency,Delhi,Laxmi Nagar,14800,Triple,Yes,Yes,Yes,None,"Zenith Residency is a triple-sharing PG located in Laxmi Nagar, Delhi, offering air-conditioned rooms, high-speed WiFi, and none meals included. Id vero blanditiis dolorum corporis esse veniam voluptate distinctio pariatur fugiat commodi consequuntur exercitationem fugit. Ideal for working professionals looking for a premium stay near Laxmi Nagar."
PG024007,Comfort Boys Hostel,Gurgaon,Sushant Lok,16600,Double,No,Yes,Yes,Veg,"Comfort Boys Hostel is a double-sharing PG located in Sushant Lok, Gurgaon, offering naturally ventilated rooms, high-speed WiFi, and veg meals included. Enim voluptates molestias non earum voluptatibus cupiditate commodi quae provident quod ad. Ideal for working professionals looking for a premium stay near Sushant Lok."
PG024008,Star View Homestay PG,Delhi,Saket,17200,Double,Yes,Yes,No,None,"Star View Homestay PG is a double-sharing PG located in Saket, Delhi, offering air-conditioned rooms, high-speed WiFi, and no meal plan (self-cooking allowed). Voluptates dignissimos illum dolore harum reiciendis alias saepe hic perspiciatis. Ideal for students looking for a premium stay near Saket."
PG024009,Elite Girls Hostel,Pune,Wakad,12200,Double,No,Yes,Yes,Veg,"Elite Girls Hostel is a double-sharing PG located in Wakad, Pune, offering naturally ventilated rooms, high-speed WiFi, and veg meals included. Ullam accusantium atque accusamus magni commodi quos commodi. Ideal for working professionals looking for a premium stay near Wakad."
PG024010,Maple Co-living Space,Mumbai,Borivali,16600,Double,No,Yes,Yes,Both,"Maple Co-living Space is a double-sharing PG located in Borivali, Mumbai, offering naturally ventilated rooms, high-speed WiFi, and both meals included. Tenetur a sapiente incidunt ad nobis cumque natus sapiente ducimus incidunt odit similique. Ideal for girls looking for a premium stay near Borivali."
PG024011,Elite Nest,Delhi,Rohini,14100,Triple,Yes,Yes,No,None,"Elite Nest is a triple-sharing PG located in Rohini, Delhi, offering air-conditioned rooms, high-speed WiFi, and no meal plan (self-cooking allowed). Repellat exercitationem ipsam laudantium libero voluptates tempore veritatis vero aut. Ideal for co-living looking for a premium stay near Rohini."
PG024012,Harmony Residency,Noida,Sector 15,10600,Dorm,Yes,Yes,Yes,Veg,"Harmony Residency is a dorm-sharing PG located in Sector 15, Noida, offering air-conditioned rooms, high-speed WiFi, and veg meals included. Perspiciatis quas mollitia illum ab quos nemo atque. Ideal for boys looking for a premium stay near Sector 15."
PG024013,Shanti Residency,Mumbai,Powai,17900,Double,Yes,Yes,Yes,Both,"Shanti Residency is a double-sharing PG located in Powai, Mumbai, offering air-conditioned rooms, high-speed WiFi, and both meals included. Et quasi itaque officiis non ut quisquam doloremque assumenda unde deserunt rerum amet quibusdam ipsam. Ideal for working professionals looking for a premium stay near Powai."
PG024014,Silver Oak Residency,Gurgaon,DLF Phase 3,22700,Single,No,Yes,Yes,Both,"Silver Oak Residency is a single-sharing PG located in DLF Phase 3, Gurgaon, offering naturally ventilated rooms, high-speed WiFi, and both meals included. Sed libero quam amet nisi qui quos dolor ab doloribus id libero perspiciatis repudiandae. Ideal for co-living looking for a premium stay near DLF Phase 3."
PG024015,Green Leaf PG for Girls,Kolkata,Park Street,7400,Double,No,Yes,No,None,"Green Leaf PG for Girls is a double-sharing PG located in Park Street, Kolkata, offering naturally ventilated rooms, high-speed WiFi, and no meal plan (self-cooking allowed). Soluta autem vel libero est saepe facilis iusto quasi fugit. Ideal for co-living looking for a budget-friendly stay near Park Street."
PG024016,Green Leaf Boys Hostel,Bangalore,Marathahalli,10500,Dorm,No,Yes,Yes,Veg,"Green Leaf Boys Hostel is a dorm-sharing PG located in Marathahalli, Bangalore, offering naturally ventilated rooms, high-speed WiFi, and veg meals included. Magnam dolorum ipsa corporis quam minima magni ea architecto eius illum repudiandae nesciunt repudiandae inventore. Ideal for students looking for a premium stay near Marathahalli."
PG024017,Metro PG for Co-living,Bangalore,HSR Layout,10000,Dorm,No,Yes,Yes,Veg,"Metro PG for Co-living is a dorm-sharing PG located in HSR Layout, Bangalore, offering naturally ventilated rooms, high-speed WiFi, and veg meals included. Molestiae ad accusantium consectetur magni reprehenderit molestiae recusandae porro vero. Ideal for working professionals looking for a premium stay near HSR Layout."
PG024018,Prime Residency,Chennai,OMR,18900,Single,No,Yes,Yes,Both,"Prime Residency is a single-sharing PG located in OMR, Chennai, offering naturally ventilated rooms, high-speed WiFi, and both meals included. Animi odit tempora tenetur impedit libero fugit aperiam doloribus porro quia illum dignissimos assumenda quasi. Ideal for students looking for a premium stay near OMR."
